"","VECTOR","OCCURRENCE_ID","SOURCE_TYPE","LOCATION_TYPE","POLYGON_ADMIN","lat","lon","YEAR","COUNTRY","COUNTRY_ID","GAUL_AD0","STATUS"
"2348","Aedes albopictus",2348,"unpublished","polygon","2",-16.37,-49.71,"2014","Brazil","BRA",37,NA
"2349","Aedes albopictus",2349,"unpublished","polygon","2",-16.37,-44.87,"2014","Brazil","BRA",37,NA
"2350","Aedes albopictus",2350,"unpublished","polygon","2",-16.36,-50.57,"2014","Brazil","BRA",37,NA
"2351","Aedes albopictus",2351,"unpublished","polygon","2",-16.36,-49.3,"2014","Brazil","BRA",37,NA
"2352","Aedes albopictus",2352,"unpublished","polygon","2",-16.36,-50.88,"2014","Brazil","BRA",37,NA
"2353","Aedes albopictus",2353,"unpublished","polygon","2",-16.35,-45.43,"2014","Brazil","BRA",37,NA
"2354","Aedes albopictus",2354,"unpublished","polygon","2",-16.34,-51.61,"2014","Brazil","BRA",37,NA
"2355","Aedes albopictus",2355,"unpublished","polygon","2",-16.34,-52.44,"2014","Brazil","BRA",37,NA
"2356","Aedes albopictus",2356,"unpublished","polygon","2",-16.33,-50.23,"2014","Brazil","BRA",37,NA
"2357","Aedes albopictus",2357,"unpublished","polygon","2",-16.31,-49.52,"2014","Brazil","BRA",37,NA
"2358","Aedes albopictus",2358,"unpublished","polygon","2",-16.31,-42.6,"2014","Brazil","BRA",37,NA
"2359","Aedes albopictus",2359,"unpublished","polygon","2",-16.31,-48.97,"2014","Brazil","BRA",37,NA
"2360","Aedes albopictus",2360,"unpublished","polygon","2",-16.3,-52.84,"2014","Brazil","BRA",37,NA
"2361","Aedes albopictus",2361,"unpublished","polygon","2",-16.28,-49.1,"2014","Brazil","BRA",37,NA
"2362","Aedes albopictus",2362,"unpublished","polygon","2",-16.28,-49.99,"2014","Brazil","BRA",37,NA
"2363","Aedes albopictus",2363,"unpublished","polygon","2",-16.27,-45.96,"2014","Brazil","BRA",37,NA
"2364","Aedes albopictus",2364,"unpublished","polygon","2",-16.26,-44.14,"2014","Brazil","BRA",37,NA
"2365","Aedes albopictus",2365,"unpublished","polygon","2",-16.25,-49.34,"2014","Brazil","BRA",37,NA
"2366","Aedes albopictus",2366,"unpublished","polygon","2",-16.25,-49.23,"2014","Brazil","BRA",37,NA
"2367","Aedes albopictus",2367,"unpublished","polygon","2",-16.24,-44.47,"2014","Brazil","BRA",37,NA
"2368","Aedes albopictus",2368,"unpublished","polygon","2",-16.23,-44.87,"2014","Brazil","BRA",37,NA
"2369","Aedes albopictus",2369,"unpublished","polygon","2",-16.22,-49.45,"2014","Brazil","BRA",37,NA
"2370","Aedes albopictus",2370,"unpublished","polygon","2",-16.2,-54.85,"2014","Brazil","BRA",37,NA
"2371","Aedes albopictus",2371,"unpublished","polygon","2",-16.2,-51.23,"2014","Brazil","BRA",37,NA
"2372","Aedes albopictus",2372,"unpublished","polygon","2",-16.2,-44.6,"2014","Brazil","BRA",37,NA
"2373","Aedes albopictus",2373,"unpublished","polygon","2",-16.19,-52.07,"2014","Brazil","BRA",37,NA
"2374","Aedes albopictus",2374,"unpublished","polygon","2",-16.18,-50.16,"2014","Brazil","BRA",37,NA
"2375","Aedes albopictus",2375,"unpublished","polygon","2",-16.18,-50.77,"2014","Brazil","BRA",37,NA
"2376","Aedes albopictus",2376,"unpublished","polygon","2",-16.17,-51.05,"2014","Brazil","BRA",37,NA
"2377","Aedes albopictus",2377,"unpublished","polygon","2",-16.17,-50.46,"2014","Brazil","BRA",37,NA
"2378","Aedes albopictus",2378,"unpublished","polygon","2",-16.17,-48.69,"2014","Brazil","BRA",37,NA
"2379","Aedes albopictus",2379,"unpublished","polygon","2",-16.15,-47.82,"2014","Brazil","BRA",37,NA
"2380","Aedes albopictus",2380,"unpublished","polygon","2",-16.12,-48.08,"2014","Brazil","BRA",37,NA
"2381","Aedes albopictus",2381,"unpublished","polygon","2",-16.12,-48.49,"2014","Brazil","BRA",37,NA
"2382","Aedes albopictus",2382,"unpublished","polygon","2",-16.12,-49.84,"2014","Brazil","BRA",37,NA
"2383","Aedes albopictus",2383,"unpublished","polygon","2",-16.11,-49.29,"2014","Brazil","BRA",37,NA
"2384","Aedes albopictus",2384,"unpublished","polygon","2",-16.1,-43.66,"2014","Brazil","BRA",37,NA
"2385","Aedes albopictus",2385,"unpublished","polygon","2",-16.1,-46.32,"2014","Brazil","BRA",37,NA
"2386","Aedes albopictus",2386,"unpublished","polygon","2",-16.09,-44.1,"2014","Brazil","BRA",37,NA
"2387","Aedes albopictus",2387,"unpublished","polygon","2",-16.09,-42.13,"2014","Brazil","BRA",37,NA
"2388","Aedes albopictus",2388,"unpublished","polygon","2",-16.07,-48.25,"2014","Brazil","BRA",37,NA
"2389","Aedes albopictus",2389,"unpublished","polygon","2",-16.07,-49.47,"2014","Brazil","BRA",37,NA
"2390","Aedes albopictus",2390,"unpublished","polygon","2",-16.07,-47.12,"2014","Brazil","BRA",37,NA
"2391","Aedes albopictus",2391,"unpublished","polygon","2",-16.06,-45.24,"2014","Brazil","BRA",37,NA
"2392","Aedes albopictus",2392,"unpublished","polygon","2",-16.06,-50.65,"2014","Brazil","BRA",37,NA
"2393","Aedes albopictus",2393,"unpublished","polygon","2",-16.05,-41.78,"2014","Brazil","BRA",37,NA
"2394","Aedes albopictus",2394,"unpublished","polygon","2",-16.02,-45.61,"2014","Brazil","BRA",37,NA
"2395","Aedes albopictus",2395,"unpublished","polygon","2",-15.99,-52.2,"2014","Brazil","BRA",37,NA
"2396","Aedes albopictus",2396,"unpublished","polygon","2",-15.96,-49.41,"2014","Brazil","BRA",37,NA
"2397","Aedes albopictus",2397,"unpublished","polygon","2",-15.95,-48.66,"2014","Brazil","BRA",37,NA
"2398","Aedes albopictus",2398,"unpublished","polygon","2",-15.95,-49.25,"2014","Brazil","BRA",37,NA
"2399","Aedes albopictus",2399,"unpublished","polygon","2",-15.95,-39.21,"2014","Brazil","BRA",37,NA
"2400","Aedes albopictus",2400,"unpublished","polygon","2",-15.94,-49.62,"2014","Brazil","BRA",37,NA
"2401","Aedes albopictus",2401,"unpublished","polygon","2",-15.93,-44.32,"2014","Brazil","BRA",37,NA
"2402","Aedes albopictus",2402,"unpublished","polygon","2",-15.92,-52.66,"2014","Brazil","BRA",37,NA
"2403","Aedes albopictus",2403,"unpublished","polygon","2",-15.92,-53.45,"2014","Brazil","BRA",37,NA
"2404","Aedes albopictus",2404,"unpublished","polygon","2",-15.91,-43.91,"2014","Brazil","BRA",37,NA
"2405","Aedes albopictus",2405,"unpublished","polygon","2",-15.88,-55.11,"2014","Brazil","BRA",37,NA
"2406","Aedes albopictus",2406,"unpublished","polygon","2",-15.87,-42.87,"2014","Brazil","BRA",37,NA
"2407","Aedes albopictus",2407,"unpublished","polygon","2",-15.86,-44.83,"2014","Brazil","BRA",37,NA
"2408","Aedes albopictus",2408,"unpublished","polygon","2",-15.85,-51.54,"2014","Brazil","BRA",37,NA
"2409","Aedes albopictus",2409,"unpublished","polygon","2",-15.84,-44.27,"2014","Brazil","BRA",37,NA
"2410","Aedes albopictus",2410,"unpublished","polygon","2",-15.84,-50.22,"2014","Brazil","BRA",37,NA
"2411","Aedes albopictus",2411,"unpublished","polygon","2",-15.83,-49,"2014","Brazil","BRA",37,NA
"2412","Aedes albopictus",2412,"unpublished","polygon","2",-15.82,-42.09,"2014","Brazil","BRA",37,NA
"2413","Aedes albopictus",2413,"unpublished","polygon","2",-15.81,-54.2,"2014","Brazil","BRA",37,NA
"2414","Aedes albopictus",2414,"unpublished","polygon","2",-15.8,-46.01,"2014","Brazil","BRA",37,NA
"2415","Aedes albopictus",2415,"unpublished","polygon","2",-15.78,-47.8,"2014","Brazil","BRA",37,NA
"2416","Aedes albopictus",2416,"unpublished","polygon","2",-15.77,-42.5,"2014","Brazil","BRA",37,NA
"2417","Aedes albopictus",2417,"unpublished","polygon","2",-15.76,-49.61,"2014","Brazil","BRA",37,NA
"2418","Aedes albopictus",2418,"unpublished","polygon","2",-15.75,-46.99,"2014","Brazil","BRA",37,NA
"2419","Aedes albopictus",2419,"unpublished","polygon","2",-15.75,-43.04,"2014","Brazil","BRA",37,NA
"2420","Aedes albopictus",2420,"unpublished","polygon","2",-15.74,-50.79,"2014","Brazil","BRA",37,NA
"2421","Aedes albopictus",2421,"unpublished","polygon","2",-15.73,-49.81,"2014","Brazil","BRA",37,NA
"2422","Aedes albopictus",2422,"unpublished","polygon","2",-15.73,-43.42,"2014","Brazil","BRA",37,NA
"2423","Aedes albopictus",2423,"unpublished","polygon","2",-15.72,-49.37,"2014","Brazil","BRA",37,NA
"2424","Aedes albopictus",2424,"unpublished","polygon","2",-15.72,-43.27,"2014","Brazil","BRA",37,NA
"2425","Aedes albopictus",2425,"unpublished","polygon","2",-15.7,-41.75,"2014","Brazil","BRA",37,NA
"2426","Aedes albopictus",2426,"unpublished","polygon","2",-15.68,-50.06,"2014","Brazil","BRA",37,NA
"2427","Aedes albopictus",2427,"unpublished","polygon","2",-15.66,-51.11,"2014","Brazil","BRA",37,NA
"2428","Aedes albopictus",2428,"unpublished","polygon","2",-15.64,-48.55,"2014","Brazil","BRA",37,NA
"2429","Aedes albopictus",2429,"unpublished","polygon","2",-15.61,-49.65,"2014","Brazil","BRA",37,NA
"2430","Aedes albopictus",2430,"unpublished","polygon","2",-15.56,-42.13,"2014","Brazil","BRA",37,NA
"2431","Aedes albopictus",2431,"unpublished","polygon","2",-15.56,-43.64,"2014","Brazil","BRA",37,NA
"2432","Aedes albopictus",2432,"unpublished","polygon","2",-15.56,-56.3,"2014","Brazil","BRA",37,NA
"2433","Aedes albopictus",2433,"unpublished","polygon","2",-15.53,-51.44,"2014","Brazil","BRA",37,NA
"2434","Aedes albopictus",2434,"unpublished","polygon","2",-15.48,-49.44,"2014","Brazil","BRA",37,NA
"2435","Aedes albopictus",2435,"unpublished","polygon","2",-15.46,-45.46,"2014","Brazil","BRA",37,NA
"2436","Aedes albopictus",2436,"unpublished","polygon","2",-15.46,-42.89,"2014","Brazil","BRA",37,NA
"2437","Aedes albopictus",2437,"unpublished","polygon","2",-15.45,-50.41,"2014","Brazil","BRA",37,NA
"2438","Aedes albopictus",2438,"unpublished","polygon","2",-15.44,-46.6,"2014","Brazil","BRA",37,NA
"2439","Aedes albopictus",2439,"unpublished","polygon","2",-15.42,-49.74,"2014","Brazil","BRA",37,NA
"2440","Aedes albopictus",2440,"unpublished","polygon","2",-15.42,-55.88,"2014","Brazil","BRA",37,NA
"2441","Aedes albopictus",2441,"unpublished","polygon","2",-15.37,-48.27,"2014","Brazil","BRA",37,NA
"2442","Aedes albopictus",2442,"unpublished","polygon","2",-15.37,-49.83,"2014","Brazil","BRA",37,NA
"2443","Aedes albopictus",2443,"unpublished","polygon","2",-15.36,-41.98,"2014","Brazil","BRA",37,NA
"2444","Aedes albopictus",2444,"unpublished","polygon","2",-15.36,-52.64,"2014","Brazil","BRA",37,NA
"2445","Aedes albopictus",2445,"unpublished","polygon","2",-15.34,-43.09,"2014","Brazil","BRA",37,NA
"2446","Aedes albopictus",2446,"unpublished","polygon","2",-15.33,-42.31,"2014","Brazil","BRA",37,NA
"2447","Aedes albopictus",2447,"unpublished","polygon","2",-15.32,-44.26,"2014","Brazil","BRA",37,NA
"2448","Aedes albopictus",2448,"unpublished","polygon","2",-15.32,-49.53,"2014","Brazil","BRA",37,NA
"2449","Aedes albopictus",2449,"unpublished","polygon","2",-15.31,-50.02,"2014","Brazil","BRA",37,NA
"2450","Aedes albopictus",2450,"unpublished","polygon","2",-15.3,-49.13,"2014","Brazil","BRA",37,NA
"2451","Aedes albopictus",2451,"unpublished","polygon","2",-15.29,-47.21,"2014","Brazil","BRA",37,NA
"2452","Aedes albopictus",2452,"unpublished","polygon","2",-15.28,-58.13,"2014","Brazil","BRA",37,NA
"2453","Aedes albopictus",2453,"unpublished","polygon","2",-15.27,-49.66,"2014","Brazil","BRA",37,NA
"2454","Aedes albopictus",2454,"unpublished","polygon","2",-15.27,-42.67,"2014","Brazil","BRA",37,NA
"2455","Aedes albopictus",2455,"unpublished","polygon","2",-15.27,-47.79,"2014","Brazil","BRA",37,NA
"2456","Aedes albopictus",2456,"unpublished","polygon","2",-15.24,-49.39,"2014","Brazil","BRA",37,NA
"2457","Aedes albopictus",2457,"unpublished","polygon","2",-15.22,-43.01,"2014","Brazil","BRA",37,NA
"2458","Aedes albopictus",2458,"unpublished","polygon","2",-15.22,-48.83,"2014","Brazil","BRA",37,NA
"2459","Aedes albopictus",2459,"unpublished","polygon","2",-15.21,-42.46,"2014","Brazil","BRA",37,NA
"2460","Aedes albopictus",2460,"unpublished","polygon","2",-15.21,-44.06,"2014","Brazil","BRA",37,NA
"2461","Aedes albopictus",2461,"unpublished","polygon","2",-15.2,-49.87,"2014","Brazil","BRA",37,NA
"2462","Aedes albopictus",2462,"unpublished","polygon","2",-15.2,-56.3,"2014","Brazil","BRA",37,NA
"2463","Aedes albopictus",2463,"unpublished","polygon","2",-15.15,-49.68,"2014","Brazil","BRA",37,NA
"2464","Aedes albopictus",2464,"unpublished","polygon","2",-15.14,-50.43,"2014","Brazil","BRA",37,NA
"2465","Aedes albopictus",2465,"unpublished","polygon","2",-15.13,-54.25,"2014","Brazil","BRA",37,NA
"2466","Aedes albopictus",2466,"unpublished","polygon","2",-15.1,-39.37,"2014","Brazil","BRA",37,NA
"2467","Aedes albopictus",2467,"unpublished","polygon","2",-15.08,-49.48,"2014","Brazil","BRA",37,NA
"2468","Aedes albopictus",2468,"unpublished","polygon","2",-15.07,-46.08,"2014","Brazil","BRA",37,NA
"2469","Aedes albopictus",2469,"unpublished","polygon","2",-15.04,-49.94,"2014","Brazil","BRA",37,NA
"2470","Aedes albopictus",2470,"unpublished","polygon","2",-15.04,-44.59,"2014","Brazil","BRA",37,NA
"2471","Aedes albopictus",2471,"unpublished","polygon","2",-15.02,-42.94,"2014","Brazil","BRA",37,NA
"2472","Aedes albopictus",2472,"unpublished","polygon","2",-15.01,-48.35,"2014","Brazil","BRA",37,NA
"2473","Aedes albopictus",2473,"unpublished","polygon","2",-14.99,-47.05,"2014","Brazil","BRA",37,NA
"2474","Aedes albopictus",2474,"unpublished","polygon","2",-14.98,-43.26,"2014","Brazil","BRA",37,NA
"2475","Aedes albopictus",2475,"unpublished","polygon","2",-14.97,-44.97,"2014","Brazil","BRA",37,NA
"2476","Aedes albopictus",2476,"unpublished","polygon","2",-14.92,-49.63,"2014","Brazil","BRA",37,NA
"2477","Aedes albopictus",2477,"unpublished","polygon","2",-14.91,-49.26,"2014","Brazil","BRA",37,NA
"2478","Aedes albopictus",2478,"unpublished","polygon","2",-14.9,-48.9,"2014","Brazil","BRA",37,NA
"2479","Aedes albopictus",2479,"unpublished","polygon","2",-14.89,-47.79,"2014","Brazil","BRA",37,NA
"2480","Aedes albopictus",2480,"unpublished","polygon","2",-14.88,-44.24,"2014","Brazil","BRA",37,NA
"2481","Aedes albopictus",2481,"unpublished","polygon","2",-14.87,-49.05,"2014","Brazil","BRA",37,NA
"2482","Aedes albopictus",2482,"unpublished","polygon","2",-14.86,-56.25,"2014","Brazil","BRA",37,NA
"2483","Aedes albopictus",2483,"unpublished","polygon","2",-14.84,-43.76,"2014","Brazil","BRA",37,NA
"2484","Aedes albopictus",2484,"unpublished","polygon","2",-14.83,-53.75,"2014","Brazil","BRA",37,NA
"2485","Aedes albopictus",2485,"unpublished","polygon","2",-14.77,-39.15,"2014","Brazil","BRA",37,NA
"2486","Aedes albopictus",2486,"unpublished","polygon","2",-14.75,-44.42,"2014","Brazil","BRA",37,NA
"2487","Aedes albopictus",2487,"unpublished","polygon","2",-14.73,-42.71,"2014","Brazil","BRA",37,NA
"2488","Aedes albopictus",2488,"unpublished","polygon","2",-14.72,-50.96,"2014","Brazil","BRA",37,NA
"2489","Aedes albopictus",2489,"unpublished","polygon","2",-14.71,-39.66,"2014","Brazil","BRA",37,NA
"2490","Aedes albopictus",2490,"unpublished","polygon","2",-14.7,-49.73,"2014","Brazil","BRA",37,NA
"2491","Aedes albopictus",2491,"unpublished","polygon","2",-14.67,-44.11,"2014","Brazil","BRA",37,NA
"2492","Aedes albopictus",2492,"unpublished","polygon","2",-14.63,-50.07,"2014","Brazil","BRA",37,NA
"2493","Aedes albopictus",2493,"unpublished","polygon","2",-14.59,-46.86,"2014","Brazil","BRA",37,NA
"2494","Aedes albopictus",2494,"unpublished","polygon","2",-14.57,-43.18,"2014","Brazil","BRA",37,NA
"2495","Aedes albopictus",2495,"unpublished","polygon","2",-14.56,-46.18,"2014","Brazil","BRA",37,NA
"2496","Aedes albopictus",2496,"unpublished","polygon","2",-14.54,-45.23,"2014","Brazil","BRA",37,NA
"2497","Aedes albopictus",2497,"unpublished","polygon","2",-14.54,-49.48,"2014","Brazil","BRA",37,NA
"2498","Aedes albopictus",2498,"unpublished","polygon","2",-14.52,-39.19,"2014","Brazil","BRA",37,NA
"2499","Aedes albopictus",2499,"unpublished","polygon","2",-14.48,-48.41,"2014","Brazil","BRA",37,NA
"2500","Aedes albopictus",2500,"unpublished","polygon","2",-14.47,-42.68,"2014","Brazil","BRA",37,NA
"2501","Aedes albopictus",2501,"unpublished","polygon","2",-14.4,-43.95,"2014","Brazil","BRA",37,NA
"2502","Aedes albopictus",2502,"unpublished","polygon","2",-14.39,-46.31,"2014","Brazil","BRA",37,NA
"2503","Aedes albopictus",2503,"unpublished","polygon","2",-14.39,-55.84,"2014","Brazil","BRA",37,NA
"2504","Aedes albopictus",2504,"unpublished","polygon","2",-14.37,-40.27,"2014","Brazil","BRA",37,NA
"2505","Aedes albopictus",2505,"unpublished","polygon","2",-14.35,-39.16,"2014","Brazil","BRA",37,NA
"2506","Aedes albopictus",2506,"unpublished","polygon","2",-14.31,-49.58,"2014","Brazil","BRA",37,NA
"2507","Aedes albopictus",2507,"unpublished","polygon","2",-14.26,-39.42,"2014","Brazil","BRA",37,NA
"2508","Aedes albopictus",2508,"unpublished","polygon","2",-14.24,-39.82,"2014","Brazil","BRA",37,NA
"2509","Aedes albopictus",2509,"unpublished","polygon","2",-14.22,-46.43,"2014","Brazil","BRA",37,NA
"2510","Aedes albopictus",2510,"unpublished","polygon","2",-14.2,-49.66,"2014","Brazil","BRA",37,NA
"2511","Aedes albopictus",2511,"unpublished","polygon","2",-14.16,-47.52,"2014","Brazil","BRA",37,NA
"2512","Aedes albopictus",2512,"unpublished","polygon","2",-14.14,-49.97,"2014","Brazil","BRA",37,NA
"2513","Aedes albopictus",2513,"unpublished","polygon","2",-14.12,-43.65,"2014","Brazil","BRA",37,NA
"2514","Aedes albopictus",2514,"unpublished","polygon","2",-14.11,-45.25,"2014","Brazil","BRA",37,NA
"2515","Aedes albopictus",2515,"unpublished","polygon","2",-14.1,-39.87,"2014","Brazil","BRA",37,NA
"2516","Aedes albopictus",2516,"unpublished","polygon","2",-14.09,-46.71,"2014","Brazil","BRA",37,NA
"2517","Aedes albopictus",2517,"unpublished","polygon","2",-14.08,-38.97,"2014","Brazil","BRA",37,NA
"2518","Aedes albopictus",2518,"unpublished","polygon","2",-14.03,-42.18,"2014","Brazil","BRA",37,NA
"2519","Aedes albopictus",2519,"unpublished","polygon","2",-14.03,-50.51,"2014","Brazil","BRA",37,NA
"2520","Aedes albopictus",2520,"unpublished","polygon","2",-14,-43.84,"2014","Brazil","BRA",37,NA
"2521","Aedes albopictus",2521,"unpublished","polygon","2",-14,-39.18,"2014","Brazil","BRA",37,NA
"2522","Aedes albopictus",2522,"unpublished","polygon","2",-13.98,-44.23,"2014","Brazil","BRA",37,NA
"2523","Aedes albopictus",2523,"unpublished","polygon","2",-13.98,-39.86,"2014","Brazil","BRA",37,NA
"2524","Aedes albopictus",2524,"unpublished","polygon","2",-13.95,-40.13,"2014","Brazil","BRA",37,NA
"2525","Aedes albopictus",2525,"unpublished","polygon","2",-13.84,-39.18,"2014","Brazil","BRA",37,NA
"2526","Aedes albopictus",2526,"unpublished","polygon","2",-13.81,-39.58,"2014","Brazil","BRA",37,NA
"2527","Aedes albopictus",2527,"unpublished","polygon","2",-13.8,-39.36,"2014","Brazil","BRA",37,NA
"2528","Aedes albopictus",2528,"unpublished","polygon","2",-13.8,-39.47,"2014","Brazil","BRA",37,NA
"2529","Aedes albopictus",2529,"unpublished","polygon","2",-13.8,-42.05,"2014","Brazil","BRA",37,NA
"2530","Aedes albopictus",2530,"unpublished","polygon","2",-13.75,-39.05,"2014","Brazil","BRA",37,NA
"2531","Aedes albopictus",2531,"unpublished","polygon","2",-13.74,-44.44,"2014","Brazil","BRA",37,NA
"2532","Aedes albopictus",2532,"unpublished","polygon","2",-13.65,-39.09,"2014","Brazil","BRA",37,NA
"2533","Aedes albopictus",2533,"unpublished","polygon","2",-13.65,-39.6,"2014","Brazil","BRA",37,NA
"2534","Aedes albopictus",2534,"unpublished","polygon","2",-13.63,-41.73,"2014","Brazil","BRA",37,NA
"2535","Aedes albopictus",2535,"unpublished","polygon","2",-13.58,-39.22,"2014","Brazil","BRA",37,NA
"2536","Aedes albopictus",2536,"unpublished","polygon","2",-13.57,-39.52,"2014","Brazil","BRA",37,NA
"2537","Aedes albopictus",2537,"unpublished","polygon","2",-13.55,-42.54,"2014","Brazil","BRA",37,NA
"2538","Aedes albopictus",2538,"unpublished","polygon","2",-13.53,-39.93,"2014","Brazil","BRA",37,NA
"2539","Aedes albopictus",2539,"unpublished","polygon","2",-13.52,-38.99,"2014","Brazil","BRA",37,NA
"2540","Aedes albopictus",2540,"unpublished","polygon","2",-13.5,-44.04,"2014","Brazil","BRA",37,NA
"2541","Aedes albopictus",2541,"unpublished","polygon","2",-13.49,-45.31,"2014","Brazil","BRA",37,NA
"2542","Aedes albopictus",2542,"unpublished","polygon","2",-13.48,-43.71,"2014","Brazil","BRA",37,NA
"2543","Aedes albopictus",2543,"unpublished","polygon","2",-13.46,-39.44,"2014","Brazil","BRA",37,NA
"2544","Aedes albopictus",2544,"unpublished","polygon","2",-13.45,-46.45,"2014","Brazil","BRA",37,NA
"2545","Aedes albopictus",2545,"unpublished","polygon","2",-13.38,-39.2,"2014","Brazil","BRA",37,NA
"2546","Aedes albopictus",2546,"unpublished","polygon","2",-13.38,-41.36,"2014","Brazil","BRA",37,NA
"2547","Aedes albopictus",2547,"unpublished","polygon","2",-13.33,-39.59,"2014","Brazil","BRA",37,NA
"2548","Aedes albopictus",2548,"unpublished","polygon","2",-13.33,-39.51,"2014","Brazil","BRA",37,NA
"2549","Aedes albopictus",2549,"unpublished","polygon","2",-13.32,-42.54,"2014","Brazil","BRA",37,NA
"2550","Aedes albopictus",2550,"unpublished","polygon","2",-13.3,-39.69,"2014","Brazil","BRA",37,NA
"2551","Aedes albopictus",2551,"unpublished","polygon","2",-13.28,-43.31,"2014","Brazil","BRA",37,NA
"2552","Aedes albopictus",2552,"unpublished","polygon","2",-13.22,-46.55,"2014","Brazil","BRA",37,NA
"2553","Aedes albopictus",2553,"unpublished","polygon","2",-13.19,-39.34,"2014","Brazil","BRA",37,NA
"2554","Aedes albopictus",2554,"unpublished","polygon","2",-13.19,-44.36,"2014","Brazil","BRA",37,NA
"2555","Aedes albopictus",2555,"unpublished","polygon","2",-13.18,-40.31,"2014","Brazil","BRA",37,NA
"2556","Aedes albopictus",2556,"unpublished","polygon","2",-13.16,-40.65,"2014","Brazil","BRA",37,NA
"2557","Aedes albopictus",2557,"unpublished","polygon","2",-13.09,-39.08,"2014","Brazil","BRA",37,NA
"2558","Aedes albopictus",2558,"unpublished","polygon","2",-13.09,-38.88,"2014","Brazil","BRA",37,NA
"2559","Aedes albopictus",2559,"unpublished","polygon","2",-13.08,-39.84,"2014","Brazil","BRA",37,NA
"2560","Aedes albopictus",2560,"unpublished","polygon","2",-13.05,-40.03,"2014","Brazil","BRA",37,NA
"2561","Aedes albopictus",2561,"unpublished","polygon","2",-13.04,-39.39,"2014","Brazil","BRA",37,NA
"2562","Aedes albopictus",2562,"unpublished","polygon","2",-13.03,-38.68,"2014","Brazil","BRA",37,NA
"2563","Aedes albopictus",2563,"unpublished","polygon","2",-13.02,-39.65,"2014","Brazil","BRA",37,NA
"2564","Aedes albopictus",2564,"unpublished","polygon","2",-13.01,-39.22,"2014","Brazil","BRA",37,NA
"2565","Aedes albopictus",2565,"unpublished","polygon","2",-13,-39.09,"2014","Brazil","BRA",37,NA
"2566","Aedes albopictus",2566,"unpublished","polygon","2",-12.95,-39.38,"2014","Brazil","BRA",37,NA
"2567","Aedes albopictus",2567,"unpublished","polygon","2",-12.95,-38.99,"2014","Brazil","BRA",37,NA
"2568","Aedes albopictus",2568,"unpublished","polygon","2",-12.94,-39.79,"2014","Brazil","BRA",37,NA
"2569","Aedes albopictus",2569,"unpublished","polygon","2",-12.93,-39.57,"2014","Brazil","BRA",37,NA
"2570","Aedes albopictus",2570,"unpublished","polygon","2",-12.91,-39.17,"2014","Brazil","BRA",37,NA
"2571","Aedes albopictus",2571,"unpublished","polygon","2",-12.91,-43.49,"2014","Brazil","BRA",37,NA
"2572","Aedes albopictus",2572,"unpublished","polygon","2",-12.88,-38.76,"2014","Brazil","BRA",37,NA
"2573","Aedes albopictus",2573,"unpublished","polygon","2",-12.88,-41.3,"2014","Brazil","BRA",37,NA
"2574","Aedes albopictus",2574,"unpublished","polygon","2",-12.86,-38.33,"2014","Brazil","BRA",37,NA
"2575","Aedes albopictus",2575,"unpublished","polygon","2",-12.86,-39.23,"2014","Brazil","BRA",37,NA
"2576","Aedes albopictus",2576,"unpublished","polygon","2",-12.85,-39.09,"2014","Brazil","BRA",37,NA
"2577","Aedes albopictus",2577,"unpublished","polygon","2",-12.83,-46.51,"2014","Brazil","BRA",37,NA
"2578","Aedes albopictus",2578,"unpublished","polygon","2",-12.83,-38.94,"2014","Brazil","BRA",37,NA
"2579","Aedes albopictus",2579,"unpublished","polygon","2",-12.77,-38.4,"2014","Brazil","BRA",37,NA
"2580","Aedes albopictus",2580,"unpublished","polygon","2",-12.73,-39.21,"2014","Brazil","BRA",37,NA
"2581","Aedes albopictus",2581,"unpublished","polygon","2",-12.73,-42.72,"2014","Brazil","BRA",37,NA
"2582","Aedes albopictus",2582,"unpublished","polygon","2",-12.72,-39.37,"2014","Brazil","BRA",37,NA
"2583","Aedes albopictus",2583,"unpublished","polygon","2",-12.72,-39.56,"2014","Brazil","BRA",37,NA
"2584","Aedes albopictus",2584,"unpublished","polygon","2",-12.69,-38.49,"2014","Brazil","BRA",37,NA
"2585","Aedes albopictus",2585,"unpublished","polygon","2",-12.69,-39.13,"2014","Brazil","BRA",37,NA
"2586","Aedes albopictus",2586,"unpublished","polygon","2",-12.67,-38.9,"2014","Brazil","BRA",37,NA
"2587","Aedes albopictus",2587,"unpublished","polygon","2",-12.67,-38.2,"2014","Brazil","BRA",37,NA
"2588","Aedes albopictus",2588,"unpublished","polygon","2",-12.66,-39,"2014","Brazil","BRA",37,NA
"2589","Aedes albopictus",2589,"unpublished","polygon","2",-12.64,-38.63,"2014","Brazil","BRA",37,NA
"2590","Aedes albopictus",2590,"unpublished","polygon","2",-12.63,-46.43,"2014","Brazil","BRA",37,NA
"2591","Aedes albopictus",2591,"unpublished","polygon","2",-12.62,-39,"2014","Brazil","BRA",37,NA
"2592","Aedes albopictus",2592,"unpublished","polygon","2",-12.61,-38.14,"2014","Brazil","BRA",37,NA
"2593","Aedes albopictus",2593,"unpublished","polygon","2",-12.59,-39.08,"2014","Brazil","BRA",37,NA
"2594","Aedes albopictus",2594,"unpublished","polygon","2",-12.58,-39.19,"2014","Brazil","BRA",37,NA
"2595","Aedes albopictus",2595,"unpublished","polygon","2",-12.55,-42.33,"2014","Brazil","BRA",37,NA
